"Word"|"synonyms"|"antonyms"|"related_to"|"origin"
"wheeling and dealings"|"banter,reciprocity,exchange,collaboration,trade,compromise,swap,cooperation,offset,concession,settlement,adaptability,trade-off,deal-making,wheeling and dealing"|"difference,disagreement"|"give-and-take"|""
"wheeling dealing"|"banter,reciprocity,exchange,collaboration,trade,compromise,swap,cooperation,offset,concession,settlement,adaptability,trade-off,deal-making,wheeling and dealing"|"difference,disagreement"|"give-and-take"|""
"wheeling dealings"|"banter,reciprocity,exchange,collaboration,trade,compromise,swap,cooperation,offset,concession,settlement,adaptability,trade-off,deal-making,wheeling and dealing"|"difference,disagreement"|"give-and-take"|""
"wheeling fortune"|"chance,portion,doom,end,lot,cup,ending,preordain,predestine,effect,break,predetermine,destine,foreordain,issue,circumstance,consequence,destination,destiny,fortune,future,handwriting on the wall,horoscope,karma,kismet,luck,nemesis,outcome,predestination,providence,termination,upshot,stars,divine will,inescapableness,Moirai,wheel of fortune"|"join"|"predestinate,predestine"|""
"wheeling of fortune"|"chance,portion,doom,end,lot,cup,ending,preordain,predestine,effect,break,predetermine,destine,foreordain,issue,circumstance,consequence,destination,destiny,fortune,future,handwriting on the wall,horoscope,karma,kismet,luck,nemesis,outcome,predestination,providence,termination,upshot,stars,divine will,inescapableness,Moirai,wheel of fortune"|"join"|"predestinate,predestine"|""
"wheelings"|"rotation,involution,wheeling,volution,circum,titubation"|""|"rolling"|""
"wheelman"|"pilot,helmsman,steersman"|""|"navigator"|""
"wheelmen"|"pilot,helmsman,steersman,wheelman"|""|"navigator"|""
"wheelpeople"|"flier,navigator,captain,aviator,leader,scout,jockey,dean,conductor,lead,bellwether,director,ace,flyer,guide,eagle,aerialist,coxswain,steerer,aeronaut,doyen/doyenne,helmsperson,one at the controls,one at the wheel,steersperson,wheelperson"|""|"pilot"|""
"wheelperson"|"flier,navigator,captain,aviator,leader,scout,jockey,dean,conductor,lead,bellwether,director,ace,flyer,guide,eagle,aerialist,coxswain,steerer,aeronaut,doyen/doyenne,helmsperson,one at the controls,one at the wheel,steersperson"|""|"pilot"|""
"wheelpersons"|"flier,navigator,captain,aviator,leader,scout,jockey,dean,conductor,lead,bellwether,director,ace,flyer,guide,eagle,aerialist,coxswain,steerer,aeronaut,doyen/doyenne,helmsperson,one at the controls,one at the wheel,steersperson,wheelperson"|""|"pilot"|""
"wheel"|"disk,drum,whirl,gyre,rotation,circulation,pulley,hoop,circumvolution,round,turn,gyration,circuit,twirl,pivot,spin,roll,ring,cycle,roller,trolley,ratchet,caster"|""|"automobile,bicycle,car,truck,vehicle,auto"|"wheel O.E. hweol, hweogol, from P.Gmc. *khwekhwlan, *khwegwlan (cf. O.N. hvel, O.Swed. hiughl, O.Fris. hwel, M.Du. weel), from PIE *k(w)e-k(w)lo- ""wheel, circle"" (cf. O.C.S. kolo ""wheel""), a reduplicated form from base *k(w)el- ""to go round"" (see cycle). Figurative sense is early 14c. The verb meaning ""to turn like a wheel"" is attested from early 13c.; trans. sense attested from late 14c. Slang wheels ""a car"" is recorded from 1959. Wheeler-dealer is from 1950s, a rhyming elaboration of dealer; wheelie is from 1966. Wheelchair first recorded c.1700."
"wheels fortune"|"chance,portion,doom,end,lot,cup,ending,preordain,predestine,effect,break,predetermine,destine,foreordain,issue,circumstance,consequence,destination,destiny,fortune,future,handwriting on the wall,horoscope,karma,kismet,luck,nemesis,outcome,predestination,providence,termination,upshot,stars,divine will,inescapableness,Moirai,wheel of fortune"|"join"|"predestinate,predestine"|""
"wheels of fortune"|"chance,portion,doom,end,lot,cup,ending,preordain,predestine,effect,break,predetermine,destine,foreordain,issue,circumstance,consequence,destination,destiny,fortune,future,handwriting on the wall,horoscope,karma,kismet,luck,nemesis,outcome,predestination,providence,termination,upshot,stars,divine will,inescapableness,Moirai,wheel of fortune"|"join"|"predestinate,predestine"|""
"wheels within wheels"|"troublesome,perplexing,problematic,hard,arduous,fancy,sophisticated,convoluted,intricate,knotty,difficult,puzzling,involved,elaborate,mixed,abstruse,can of worms,labyrinthine,recondite,various,byzantine,entangled,interlaced,Daedalean,Gordian,gasser,hi-tech,mega factor"|"facile,uncomplicated,easy,nice,simple,plain,straightforward"|"complicated"|"wheel O.E. hweol, hweogol, from P.Gmc. *khwekhwlan, *khwegwlan (cf. O.N. hvel, O.Swed. hiughl, O.Fris. hwel, M.Du. weel), from PIE *k(w)e-k(w)lo- ""wheel, circle"" (cf. O.C.S. kolo ""wheel""), a reduplicated form from base *k(w)el- ""to go round"" (see cycle). Figurative sense is early 14c. The verb meaning ""to turn like a wheel"" is attested from early 13c.; trans. sense attested from late 14c. Slang wheels ""a car"" is recorded from 1959. Wheeler-dealer is from 1950s, a rhyming elaboration of dealer; wheelie is from 1966. Wheelchair first recorded c.1700."
"wheeze"|"puff,gasp,cough,snore,hiss,rasp,pant,whisper,sibilate,whistle,murmur,buzz,catch one's breath"|""|"breath,breathe,croak,gasp,gasp,hiss"|"wheeze c.1460, probably from a Scand. source (cf. O.N. hvoesa ""to hiss,"" Dan. hvæse) cognate with O.E. hwæst ""act of blowing,"" hwosan ""to cough,"" from an imitative base. The noun is first recorded 1834."
"wheeze"|"puff,gasp,cough,snore,hiss,rasp,pant,whisper,sibilate,whistle,murmur,buzz,catch one's breath"|""|"breathless,breathing,breathe,croak,gasp,hiss"|"wheeze c.1460, probably from a Scand. source (cf. O.N. hvoesa ""to hiss,"" Dan. hvæse) cognate with O.E. hwæst ""act of blowing,"" hwosan ""to cough,"" from an imitative base. The noun is first recorded 1834."
"whelk"|"clam,crustacean,mollusk,barnacle,snail,scallop,conch,crawfish,prawn,shrimp,lobster,mussel,oyster,piddock,crayfish"|""|"shellfish,mollusk,weal"|"whelk ""large marine snail,"" O.E. weoloc, wioloc, from P.Gmc. *weluka- (cf. M.Du. willoc, Du. wulk), perhaps from PIE base *wel- ""to turn, revolve"" (see vulva; cf. also volute). The spelling with wh- dates from 15c."
"whelked"|"ridged,variegated,marked,striped,striate,streaky,tore,veined,grooved,barred,striated,brindled,linear,lineate,liny,pied,strigose,whelky"|""|"streaked"|""
"whelkier"|"ridged,variegated,marked,striped,striate,streaky,tore,veined,grooved,whelked,barred,striated,brindled,linear,lineate,liny,pied,strigose,whelky"|""|"streaked"|""
"whelkiest"|"ridged,variegated,marked,striped,striate,streaky,tore,veined,grooved,whelked,barred,striated,brindled,linear,lineate,liny,pied,strigose,whelky"|""|"streaked"|""
"whelks"|"clam,crustacean,mollusk,barnacle,snail,scallop,conch,crawfish,prawn,shrimp,lobster,mussel,oyster,whelk,piddock,crayfish"|""|"shellfish,mollusk,weal"|"whelk ""large marine snail,"" O.E. weoloc, wioloc, from P.Gmc. *weluka- (cf. M.Du. willoc, Du. wulk), perhaps from PIE base *wel- ""to turn, revolve"" (see vulva; cf. also volute). The spelling with wh- dates from 15c."
"whelky"|"ridged,variegated,marked,striped,striate,streaky,tore,veined,grooved,whelked,barred,striated,brindled,linear,lineate,liny,pied,strigose"|""|"streaked"|""
"whelm"|"drench,soak,flood,overwhelm,swamp,douse,submerge,overflow,overrun,engulf,souse,stream,sop,flush,pour,sluice,drown,gush,wet"|"dry,dehydrate,underwhelm"|"deluge,drown,engulf,flood,inundate,overcome"|"whelm c.1300, probably from a parallel form of O.E. -hwielfan (W.Saxon), -hwelfan (Mercian), in ahwelfan ""cover over;"" probably altered by association with O.E. helmian ""to cover"" (see helmet)."
"whelmed"|"drench,soak,flood,overwhelm,swamp,douse,submerge,overflow,overrun,engulf,souse,stream,sop,flush,pour,sluice,drown,gush,wet,whelm"|"dry,dehydrate,underwhelm"|"deluge,drown,engulf,flood,inundate,overcome"|"whelm c.1300, probably from a parallel form of O.E. -hwielfan (W.Saxon), -hwelfan (Mercian), in ahwelfan ""cover over;"" probably altered by association with O.E. helmian ""to cover"" (see helmet)."
"whelming"|"drench,soak,flood,overwhelm,swamp,douse,submerge,overflow,overrun,engulf,souse,stream,sop,flush,pour,sluice,drown,gush,wet,whelm"|"dry,dehydrate,underwhelm"|"deluge,drown,engulf,flood,inundate,overcome"|"whelm c.1300, probably from a parallel form of O.E. -hwielfan (W.Saxon), -hwelfan (Mercian), in ahwelfan ""cover over;"" probably altered by association with O.E. helmian ""to cover"" (see helmet)."
"whelms"|"drench,soak,flood,overwhelm,swamp,douse,submerge,overflow,overrun,engulf,souse,stream,sop,flush,pour,sluice,drown,gush,wet,whelm"|"dry,dehydrate,underwhelm"|"deluge,drown,engulf,flood,inundate,overcome"|"whelm c.1300, probably from a parallel form of O.E. -hwielfan (W.Saxon), -hwelfan (Mercian), in ahwelfan ""cover over;"" probably altered by association with O.E. helmian ""to cover"" (see helmet)."
"whelp"|"puppy,cub,dog,pup"|""|"cub,puppy"|"whelp O.E. hwelp ""whelp, young of the dog,"" from a Gmc. root related to O.S. hwelp, O.N. hvelpr, Du. welp, Ger. hwelf; of unknown origin. Now largely displaced by puppy. Also applied to wild animals. Sense of ""scamp"" first recorded early 14c."
"when"|"albeit,although,at,during,meanwhile,whereas,while,at the same time,howbeit,immediately upon,just after,just as,much as"|""|"although,during,following,meanwhile,then,though"|"when O.E. hwænne, hwenne, hwonne, from Gmc. pronomial stem *khwa- (cf. O.S. hwan, O.Fris. hwenne, M.Du. wan, O.H.G. hwanne, Ger. wann ""when""), from PIE interrogative base *qwo- (see who)."
"when all is said and done"|"someday,ultimately,sooner or later,finally,yet,hereafter,sometime,one day,after all,at last,at the end of the day,in future,in the end,in the long run"|"never"|"eventually,sooner or later"|""
"when all is said done"|"someday,ultimately,sooner or later,finally,yet,hereafter,sometime,one day,after all,at last,at the end of the day,in future,in the end,in the long run,when all is said and done"|"never"|"eventually,sooner or later"|""
"when hell freezes over"|"impossible,unthinkable,chance in a million,ghost of a chance,no chance,no way,not a prayer,poor outlook,poor possibility,poor prospect,slim chance,small chance,very little chance,snowball's chance in hell"|""|"fat chance"|""
"when hell freezes overs"|"impossible,unthinkable,chance in a million,ghost of a chance,no chance,no way,not a prayer,poor outlook,poor possibility,poor prospect,slim chance,small chance,very little chance,when hell freezes over,snowball's chance in hell"|""|"fat chance"|""
"when is said and done"|"someday,ultimately,sooner or later,finally,yet,hereafter,sometime,one day,after all,at last,at the end of the day,in future,in the end,in the long run,when all is said and done"|"never"|"eventually,sooner or later"|""
"when is said done"|"someday,ultimately,sooner or later,finally,yet,hereafter,sometime,one day,after all,at last,at the end of the day,in future,in the end,in the long run,when all is said and done"|"never"|"eventually,sooner or later"|""
"when mood strikes"|"hardly,infrequently,intermittent,irregularly,off and on,on and off,scarcely,sometimes,vacillating,variable,sporadically,alternately,at irregular intervals,fluctuating,not often,very seldom,when the mood strikes"|""|"off-and-on,on and off"|""
"when one will"|"whenever,at all,at any moment,every-time,no matter when,at one's convenience"|""|"anytime"|""
"when one wills"|"whenever,at all,at any moment,every-time,no matter when,when one will,at one's convenience"|""|"anytime"|""
"when pigs flies"|"blue moon,eternity,lifetime,time immemorial,ages,indefinitely long period,when pigs fly,dog's age"|""|"month of Sundays"|""
"when pigs fly"|"blue moon,eternity,lifetime,time immemorial,ages,indefinitely long period,dog's age"|""|"month of Sundays"|""
"when push comes shove"|"culmination,twist,critical point,climax,juncture,crux,axis,change,contingency,crisis,critical mass,crossing,crossroads,crunch,cusp,defining moment,development,emergency,exigency,high noon,hinge,moment of truth,nexus,pass,peak,pinch,pivot,point of no return,shift,strait,transition,zero hour,climacteric,critical moment,critical period,crucial moment,crucial occurrence,crucial period,decisive moment,kairotic moment,peripeteia,pivotal moment,race against time,rising action,turn of the tide,when push comes to shove"|""|"turning point,moment of truth,point of no return"|"push c.1300, from O.Fr. poulser, from L. pulsare ""to beat, strike, push,"" frequentative of pellere (pp. pulsus) ""to push, drive, beat"" (see pulse (1)). The noun is first recorded 1570. Meaning ""approach a certain age"" is from 1937. Meaning ""promote"" (1714) led to pusher ""peddler of illegal drugs,"" first recorded 1935 in prison slang (earlier it meant ""prostitute,"" 1923). Pushy ""forward, aggressive"" first recorded 1936. To push (someone) around is from 1923. Phrase push comes to shove is from 1958; to push (one's) luck is from 1911. To push the envelope in figurative sense is late 1980s. Push-up,  ...the exercise, is from 1906; to push up daisies ""be dead and buried"" is from c.1860. Push-button (n.) is from 1898; adj. sense ""characterized by the use of push-buttons"" is from 1946."
"when push comes to shove"|"culmination,twist,critical point,climax,juncture,crux,axis,change,contingency,crisis,critical mass,crossing,crossroads,crunch,cusp,defining moment,development,emergency,exigency,high noon,hinge,moment of truth,nexus,pass,peak,pinch,pivot,point of no return,shift,strait,transition,zero hour,climacteric,critical moment,critical period,crucial moment,crucial occurrence,crucial period,decisive moment,kairotic moment,peripeteia,pivotal moment,race against time,rising action,turn of the tide"|""|"turning point,moment of truth,point of no return"|"push c.1300, from O.Fr. poulser, from L. pulsare ""to beat, strike, push,"" frequentative of pellere (pp. pulsus) ""to push, drive, beat"" (see pulse (1)). The noun is first recorded 1570. Meaning ""approach a certain age"" is from 1937. Meaning ""promote"" (1714) led to pusher ""peddler of illegal drugs,"" first recorded 1935 in prison slang (earlier it meant ""prostitute,"" 1923). Pushy ""forward, aggressive"" first recorded 1936. To push (someone) around is from 1923. Phrase push comes to shove is from 1958; to push (one's) luck is from 1911. To push the envelope in figurative sense is late 1980s. Push-up,  ...the exercise, is from 1906; to push up daisies ""be dead and buried"" is from c.1860. Push-button (n.) is from 1898; adj. sense ""characterized by the use of push-buttons"" is from 1946."
"when the mood strikes"|"hardly,infrequently,intermittent,irregularly,off and on,on and off,scarcely,sometimes,vacillating,variable,sporadically,alternately,at irregular intervals,fluctuating,not often,very seldom"|""|"off-and-on,on and off"|""
"when will"|"whenever,at all,at any moment,every-time,no matter when,when one will,at one's convenience"|""|"anytime"|""
"when wills"|"whenever,at all,at any moment,every-time,no matter when,when one will,at one's convenience"|""|"anytime"|""
